frame,output,flag,username,timestamp
C:\Users\tomsa\OneDrive\Bureau\REFLECT\flagged\frame\71e2745656d67565adbd8d954ea890ae3a3e7ea2\tmp68ezvb75.png,C:\Users\tomsa\OneDrive\Bureau\REFLECT\flagged\output\70ebc13c440e9e09c9a8d797b919dc46b6f67cd5\tmp5zgazwla.png,,,2025-04-22 18:13:58.667073
